record_id,source_file,section_title,chunk_id,question,answer,evidence,verification_label,verification_rationale,model,verifier_model
chunk-059-000-qa-02,aapl-20250927.htm,Item 8. Financial Statements and Supplementary Data > Note 1,chunk-059-000,What does the filing state in item 8. Financial Statements and Supplementary Data > Note 1?,"As of September 27, 2025, the Company expects 66 % of total deferred revenue to be realized in less than a year, 23 % within one-to-two years, 9 % within two-to-three years and 2 % in greater than three years.","As of September 27, 2025, the Company expects 66 % of total deferred revenue to be realized in less than a year, 23 % within one-to-two years, 9 % within two-to-three years and 2 % in greater than three years.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-061-000-qa-00,aapl-20250927.htm,Item 8. Financial Statements and Supplementary Data > Note 4 Financial Instruments,chunk-061-000,What does the filing state in item 8. Financial Statements and Supplementary Data > Note 4 Financial Instruments?,"Treasury securities 16,074 56 ( 282 ) 15,848 1,190 3,712 10,946 U.S.","Treasury securities 16,074 56 ( 282 ) 15,848 1,190 3,712 10,946 U.S.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-061-000-qa-01,aapl-20250927.htm,Item 8. Financial Statements and Supplementary Data > Note 4 Financial Instruments,chunk-061-000,What does the filing state in item 8. Financial Statements and Supplementary Data > Note 4 Financial Instruments?,"agency securities 5,269 ( 149 ) 5,120 251 2,456 2,413 Non-U.S.","agency securities 5,269 ( 149 ) 5,120 251 2,456 2,413 Non-U.S.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-061-000-qa-02,aapl-20250927.htm,Item 8. Financial Statements and Supplementary Data > Note 4 Financial Instruments,chunk-061-000,What does the filing state in item 8. Financial Statements and Supplementary Data > Note 4 Financial Instruments?,"Treasury securities 16,150 45 ( 516 ) 15,679 212 4,087 11,380 U.S.","Treasury securities 16,150 45 ( 516 ) 15,679 212 4,087 11,380 U.S.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-062-000-qa-00,aapl-20250927.htm,Item 8. Financial Statements and Supplementary Data > Consolidated Statements of Cash Flows,chunk-062-000,What does the filing state in item 8. Financial Statements and Supplementary Data > Consolidated Statements of Cash Flows?,"Consolidated Statements of Cash Flows as the items being hedged, which are generally classified as operating activities.","Consolidated Statements of Cash Flows as the items being hedged, which are generally classified as operating activities.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-062-000-qa-01,aapl-20250927.htm,Item 8. Financial Statements and Supplementary Data > Consolidated Statements of Cash Flows,chunk-062-000,What does the filing state in item 8. Financial Statements and Supplementary Data > Consolidated Statements of Cash Flows?,"Foreign Exchange Rate Risk To protect gross margins from fluctuations in foreign exchange rates, the Company may use forwards, options or other instruments, and may designate these instruments as cash flow hedges.","Foreign Exchange Rate Risk To protect gross margins from fluctuations in foreign exchange rates, the Company may use forwards, options or other instruments, and may designate these instruments as cash flow hedges.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-062-000-qa-02,aapl-20250927.htm,Item 8. Financial Statements and Supplementary Data > Consolidated Statements of Cash Flows,chunk-062-000,What does the filing state in item 8. Financial Statements and Supplementary Data > Consolidated Statements of Cash Flows?,"The Company generally hedges portions of its forecasted foreign currency exposure associated with revenue and inventory purchases, typically for up to 12 months.","The Company generally hedges portions of its forecasted foreign currency exposure associated with revenue and inventory purchases, typically for up to 12 months.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-063-000-qa-00,aapl-20250927.htm,Item 8. Financial Statements and Supplementary Data > Note 7 Income Taxes,chunk-063-000,What does the filing state in item 8. Financial Statements and Supplementary Data > Note 7 Income Taxes?,"Note 7 Income Taxes European Commission State Aid Decision On August 30, 2016, the Commission announced its decision that Ireland granted state aid to the Company by providing tax opinions in 1991 and 2007 concerning the tax allocation of profits of the Irish branches of two subsidiaries of the Company (State Aid Decision).","Note 7 Income Taxes European Commission State Aid Decision On August 30, 2016, the Commission announced its decision that Ireland granted state aid to the Company by providing tax opinions in 1991 and 2007 concerning the tax allocation of profits of the Irish branches of two subsidiaries of the Company (State Aid Decision).",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-063-000-qa-01,aapl-20250927.htm,Item 8. Financial Statements and Supplementary Data > Note 7 Income Taxes,chunk-063-000,What does the filing state in item 8. Financial Statements and Supplementary Data > Note 7 Income Taxes?,The State Aid Decision ordered Ireland to calculate and recover additional taxes from the Company for the period June 2003 through December 2014.,The State Aid Decision ordered Ireland to calculate and recover additional taxes from the Company for the period June 2003 through December 2014.,supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-063-000-qa-02,aapl-20250927.htm,Item 8. Financial Statements and Supplementary Data > Note 7 Income Taxes,chunk-063-000,What does the filing state in item 8. Financial Statements and Supplementary Data > Note 7 Income Taxes?,"Irish legislative changes, effective as of January 2015, eliminated the application of the tax opinions from that date forward.","Irish legislative changes, effective as of January 2015, eliminated the application of the tax opinions from that date forward.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-063-001-qa-00,aapl-20250927.htm,Item 8. Financial Statements and Supplementary Data > Note 7 Income Taxes,chunk-063-001,What does the filing state in item 8. Financial Statements and Supplementary Data > Note 7 Income Taxes?,federal jurisdiction and many state and foreign jurisd ictions.,federal jurisdiction and many state and foreign jurisd ictions.,supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-063-001-qa-01,aapl-20250927.htm,Item 8. Financial Statements and Supplementary Data > Note 7 Income Taxes,chunk-063-001,What does the filing state in item 8. Financial Statements and Supplementary Data > Note 7 Income Taxes?,Tax years 2018 and after 2021 for the U.S.,Tax years 2018 and after 2021 for the U.S.,supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-063-001-qa-02,aapl-20250927.htm,Item 8. Financial Statements and Supplementary Data > Note 7 Income Taxes,chunk-063-001,What does the filing state in item 8. Financial Statements and Supplementary Data > Note 7 Income Taxes?,"federal jurisdiction, and after 2014 in certain major foreign jurisdictions, remain subject to examination.","federal jurisdiction, and after 2014 in certain major foreign jurisdictions, remain subject to examination.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-064-000-qa-00,aapl-20250927.htm,Item 8. Financial Statements and Supplementary Data > Note 8 Leases,chunk-064-000,What does the filing state in item 8. Financial Statements and Supplementary Data > Note 8 Leases?,"Note 8 Leases The Company has lease arrangements for certain equipment and facilities, including corporate, data center, manufacturing and retail space.","Note 8 Leases The Company has lease arrangements for certain equipment and facilities, including corporate, data center, manufacturing and retail space.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-064-000-qa-01,aapl-20250927.htm,Item 8. Financial Statements and Supplementary Data > Note 8 Leases,chunk-064-000,What does the filing state in item 8. Financial Statements and Supplementary Data > Note 8 Leases?,"These leases typically have original terms not exceeding 10 years and generally contain multiyear renewal options, some of which are reasonably certain of exercise.","These leases typically have original terms not exceeding 10 years and generally contain multiyear renewal options, some of which are reasonably certain of exercise.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-064-000-qa-02,aapl-20250927.htm,Item 8. Financial Statements and Supplementary Data > Note 8 Leases,chunk-064-000,What does the filing state in item 8. Financial Statements and Supplementary Data > Note 8 Leases?,"Payments under the Companys lease arrangements may be fixed or variable, and variable lease payments are primarily based on purchases of output of the underlying leased assets.","Payments under the Companys lease arrangements may be fixed or variable, and variable lease payments are primarily based on purchases of output of the underlying leased assets.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-064-001-qa-00,aapl-20250927.htm,Item 8. Financial Statements and Supplementary Data > Note 8 Leases,chunk-064-001,What does the filing state in item 8. Financial Statements and Supplementary Data > Note 8 Leases?,"dollardenominated fixed-rate notes, the Company uses interest rate swaps to effectively convert the fixed interest rates to floating interest rates on a portion of these notes.","dollardenominated fixed-rate notes, the Company uses interest rate swaps to effectively convert the fixed interest rates to floating interest rates on a portion of these notes.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-064-001-qa-01,aapl-20250927.htm,Item 8. Financial Statements and Supplementary Data > Note 8 Leases,chunk-064-001,What does the filing state in item 8. Financial Statements and Supplementary Data > Note 8 Leases?,"Additionally, to manage foreign exchange rate risk on certain of its foreign currencydenominated notes, the Company uses cross-currency swaps to effectively convert these notes to U.S.","Additionally, to manage foreign exchange rate risk on certain of its foreign currencydenominated notes, the Company uses cross-currency swaps to effectively convert these notes to U.S.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-064-001-qa-02,aapl-20250927.htm,Item 8. Financial Statements and Supplementary Data > Note 8 Leases,chunk-064-001,What does the filing state in item 8. Financial Statements and Supplementary Data > Note 8 Leases?,"The effective interest rates for the Notes include the interest on the Notes, amortization of the discount or premium and, if applicable, adjustments related to hedging.","The effective interest rates for the Notes include the interest on the Notes, amortization of the discount or premium and, if applicable, adjustments related to hedging.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-065-000-qa-00,aapl-20250927.htm,Item 8. Financial Statements and Supplementary Data > Note 1,chunk-065-000,What does the filing state in item 8. Financial Statements and Supplementary Data > Note 1?,"Note 10 Shareholders Equity Share Repurchase Program During 2025, the Company repurchased 402 million shares of its common stock for $ 89.3 billion.","Note 10 Shareholders Equity Share Repurchase Program During 2025, the Company repurchased 402 million shares of its common stock for $ 89.3 billion.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-065-000-qa-01,aapl-20250927.htm,Item 8. Financial Statements and Supplementary Data > Note 1,chunk-065-000,What does the filing state in item 8. Financial Statements and Supplementary Data > Note 1?,The Companys share repurchase programs do not obligate the Company to acquire a minimum amount of shares.,The Companys share repurchase programs do not obligate the Company to acquire a minimum amount of shares.,supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-065-000-qa-02,aapl-20250927.htm,Item 8. Financial Statements and Supplementary Data > Note 1,chunk-065-000,What does the filing state in item 8. Financial Statements and Supplementary Data > Note 1?,"Under the programs, shares may be repurchased in privately negotiated or open market transactions, including under plans complying with Rule 10b5-1 under the Exchange Act.","Under the programs, shares may be repurchased in privately negotiated or open market transactions, including under plans complying with Rule 10b5-1 under the Exchange Act.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-066-000-qa-00,aapl-20250927.htm,Item 8. Financial Statements and Supplementary Data > Note 1,chunk-066-000,What does the filing state in item 8. Financial Statements and Supplementary Data > Note 1?,Note 11 Share-Based Compensation 2022 Employee Stock Plan The Apple Inc.,Note 11 Share-Based Compensation 2022 Employee Stock Plan The Apple Inc.,supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-066-000-qa-01,aapl-20250927.htm,Item 8. Financial Statements and Supplementary Data > Note 1,chunk-066-000,What does the filing state in item 8. Financial Statements and Supplementary Data > Note 1?,"2022 Employee Stock Plan (2022 Plan) is a shareholder-approved plan that provides for broad-based equity grants to employees, including executive officers, and permits the granting of RSUs, stock grants, performance-based awards, stock options and stock appreciation rights.","2022 Employee Stock Plan (2022 Plan) is a shareholder-approved plan that provides for broad-based equity grants to employees, including executive officers, and permits the granting of RSUs, stock grants, performance-based awards, stock options and stock appreciation rights.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-066-000-qa-02,aapl-20250927.htm,Item 8. Financial Statements and Supplementary Data > Note 1,chunk-066-000,What does the filing state in item 8. Financial Statements and Supplementary Data > Note 1?,"RSUs granted under the 2022 Plan generally vest over four years , based on continued employment, and are settled upon vesting in shares of the Companys common stock on a one -for-one basis.","RSUs granted under the 2022 Plan generally vest over four years , based on continued employment, and are settled upon vesting in shares of the Companys common stock on a one -for-one basis.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-068-000-qa-00,aapl-20250927.htm,Item 8. Financial Statements and Supplementary Data > Note 1,chunk-068-000,What does the filing state in item 8. Financial Statements and Supplementary Data > Note 1?,"Note 12 Commitments, Contingencies and Supply Concentrations Unconditional Purchase Obligations The Company has entered into certain offbalance sheet commitments that require the future purchase of goods or services (unconditional purchase obligations).","Note 12 Commitments, Contingencies and Supply Concentrations Unconditional Purchase Obligations The Company has entered into certain offbalance sheet commitments that require the future purchase of goods or services (unconditional purchase obligations).",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-068-000-qa-01,aapl-20250927.htm,Item 8. Financial Statements and Supplementary Data > Note 1,chunk-068-000,What does the filing state in item 8. Financial Statements and Supplementary Data > Note 1?,"The Companys unconditional purchase obligations primarily consist of supplier arrangements, licensed intellectual property and content, and distribution rights.","The Companys unconditional purchase obligations primarily consist of supplier arrangements, licensed intellectual property and content, and distribution rights.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-068-000-qa-02,aapl-20250927.htm,Item 8. Financial Statements and Supplementary Data > Note 1,chunk-068-000,What does the filing state in item 8. Financial Statements and Supplementary Data > Note 1?,The outcome of litigation is inherently uncertain.,The outcome of litigation is inherently uncertain.,supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-069-000-qa-00,aapl-20250927.htm,Item 8. Financial Statements and Supplementary Data > Note 1,chunk-069-000,What does the filing state in item 8. Financial Statements and Supplementary Data > Note 1?,Note 13 Segment Information and Geographic Data The Company manages its business primarily on a geographic basis.,Note 13 Segment Information and Geographic Data The Company manages its business primarily on a geographic basis.,supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-069-000-qa-01,aapl-20250927.htm,Item 8. Financial Statements and Supplementary Data > Note 1,chunk-069-000,What does the filing state in item 8. Financial Statements and Supplementary Data > Note 1?,"The Companys reportable segments consist of the Americas, Europe, Greater China, Japan and Rest of Asia Pacific.","The Companys reportable segments consist of the Americas, Europe, Greater China, Japan and Rest of Asia Pacific.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-069-000-qa-02,aapl-20250927.htm,Item 8. Financial Statements and Supplementary Data > Note 1,chunk-069-000,What does the filing state in item 8. Financial Statements and Supplementary Data > Note 1?,Americas includes both North and South America.,Americas includes both North and South America.,supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-069-001-qa-00,aapl-20250927.htm,Item 8. Financial Statements and Supplementary Data > Note 1,chunk-069-001,What does the filing state in item 8. Financial Statements and Supplementary Data > Note 1?,"financial position of the Company at September 27, 2025 and September 28, 2024, and the results of its operations and its cash flows for each of the three years in the period ended September 27, 2025, in conformity with U.S.","financial position of the Company at September 27, 2025 and September 28, 2024, and the results of its operations and its cash flows for each of the three years in the period ended September 27, 2025, in conformity with U.S.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-069-001-qa-01,aapl-20250927.htm,Item 8. Financial Statements and Supplementary Data > Note 1,chunk-069-001,What does the filing state in item 8. Financial Statements and Supplementary Data > Note 1?,generally accepted accounting principles (GAAP).,generally accepted accounting principles (GAAP).,supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-069-001-qa-02,aapl-20250927.htm,Item 8. Financial Statements and Supplementary Data > Note 1,chunk-069-001,What does the filing state in item 8. Financial Statements and Supplementary Data > Note 1?,Basis for Opinion These financial statements are the responsibility of the Companys management.,Basis for Opinion These financial statements are the responsibility of the Companys management.,supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-069-002-qa-00,aapl-20250927.htm,Item 8. Financial Statements and Supplementary Data > Note 1,chunk-069-002,What does the filing state in item 8. Financial Statements and Supplementary Data > Note 1?,"Internal Control Over Financial Reporting We have audited Apple Inc.s internal control over financial reporting as of September 27, 2025, based on criteria established in Internal Control Integrated Framework issued by the Committee of Sponsoring Organizations of the Treadway Commission (2013 framework) (the COSO criteria).","Internal Control Over Financial Reporting We have audited Apple Inc.s internal control over financial reporting as of September 27, 2025, based on criteria established in Internal Control Integrated Framework issued by the Committee of Sponsoring Organizations of the Treadway Commission (2013 framework) (the COSO criteria).",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-069-002-qa-01,aapl-20250927.htm,Item 8. Financial Statements and Supplementary Data > Note 1,chunk-069-002,What does the filing state in item 8. Financial Statements and Supplementary Data > Note 1?,"(the Company) maintained, in all material respects, effective internal control over financial reporting as of September 27, 2025, based on the COSO criteria.","(the Company) maintained, in all material respects, effective internal control over financial reporting as of September 27, 2025, based on the COSO criteria.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-069-002-qa-02,aapl-20250927.htm,Item 8. Financial Statements and Supplementary Data > Note 1,chunk-069-002,What does the filing state in item 8. Financial Statements and Supplementary Data > Note 1?,Basis for Opinion The Companys management is responsible for maintaining effective internal control over financial reporting and for its assessment of the effectiveness of internal control over financial reporting included in the accompanying Managements Annual Report on Internal Control over Financial Reporting.,Basis for Opinion The Companys management is responsible for maintaining effective internal control over financial reporting and for its assessment of the effectiveness of internal control over financial reporting included in the accompanying Managements Annual Report on Internal Control over Financial Reporting.,supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-071-000-qa-00,aapl-20250927.htm,Item 9A. Controls and Procedures,chunk-071-000,What does the filing state in item 9A. Controls and Procedures?,Inherent Limitations over Internal Controls The Companys internal control over financial reporting is designed to provide reasonable assurance regarding the reliability of financial reporting and the preparation of financial statements for external purposes in accordance with GAAP.,Inherent Limitations over Internal Controls The Companys internal control over financial reporting is designed to provide reasonable assurance regarding the reliability of financial reporting and the preparation of financial statements for external purposes in accordance with GAAP.,supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-071-000-qa-01,aapl-20250927.htm,Item 9A. Controls and Procedures,chunk-071-000,What does the filing state in item 9A. Controls and Procedures?,"Management, including the Companys Chief Executive Officer and Chief Financial Officer, does not expect that the Companys internal controls will prevent or detect all errors and all fraud.","Management, including the Companys Chief Executive Officer and Chief Financial Officer, does not expect that the Companys internal controls will prevent or detect all errors and all fraud.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-071-000-qa-02,aapl-20250927.htm,Item 9A. Controls and Procedures,chunk-071-000,What does the filing state in item 9A. Controls and Procedures?,"A control system, no matter how well designed and operated, can provide only reasonable, not absolute, assurance that the objectives of the control system are met.","A control system, no matter how well designed and operated, can provide only reasonable, not absolute, assurance that the objectives of the control system are met.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-072-000-qa-00,aapl-20250927.htm,Item 9B. Other Information,chunk-072-000,What does the filing state in item 9B. Other Information?,"Other Information On October 31, 2025, the Company announced that Chris Kondo, Senior Director of Corporate Accounting and Principal Accounting Officer, will transition from his role on January 1, 2026.","Other Information On October 31, 2025, the Company announced that Chris Kondo, Senior Director of Corporate Accounting and Principal Accounting Officer, will transition from his role on January 1, 2026.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-072-000-qa-01,aapl-20250927.htm,Item 9B. Other Information,chunk-072-000,What does the filing state in item 9B. Other Information?,Kondo will continue to work on other projects.,Kondo will continue to work on other projects.,supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-072-000-qa-02,aapl-20250927.htm,Item 9B. Other Information,chunk-072-000,What does the filing state in item 9B. Other Information?,"Ben Borders, the Companys Director of Technical Accounting, will become Senior Director of Corporate Accounting and assume the role of Principal Accounting Officer.","Ben Borders, the Companys Director of Technical Accounting, will become Senior Director of Corporate Accounting and assume the role of Principal Accounting Officer.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-079-000-qa-00,aapl-20250927.htm,Item 15. Exhibit and Financial Statement Schedules,chunk-079-000,What does the filing state in item 15. Exhibit and Financial Statement Schedules?,"(3) Exhibits required by Item 601 of Regulation S-K (1) Incorporated by Reference Exhibit Number Exhibit Description Form Exhibit Filing Date/ Period End Date 3.1 Restated Articles of Incorporation of the Registrant filed on August 3, 2020.","(3) Exhibits required by Item 601 of Regulation S-K (1) Incorporated by Reference Exhibit Number Exhibit Description Form Exhibit Filing Date/ Period End Date 3.1 Restated Articles of Incorporation of the Registrant filed on August 3, 2020.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-079-000-qa-01,aapl-20250927.htm,Item 15. Exhibit and Financial Statement Schedules,chunk-079-000,What does the filing state in item 15. Exhibit and Financial Statement Schedules?,"8-K 3.1 8/7/20 3.2 Amended and Restated Bylaws of the Registrant effective as of August 20, 2024.","8-K 3.1 8/7/20 3.2 Amended and Restated Bylaws of the Registrant effective as of August 20, 2024.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-079-000-qa-02,aapl-20250927.htm,Item 15. Exhibit and Financial Statement Schedules,chunk-079-000,What does the filing state in item 15. Exhibit and Financial Statement Schedules?,8-K 3.2 8/23/24 4.1** Description of Securities of the Registrant.,8-K 3.2 8/23/24 4.1** Description of Securities of the Registrant.,supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-079-001-qa-00,aapl-20250927.htm,Item 15. Exhibit and Financial Statement Schedules,chunk-079-001,What does the filing state in item 15. Exhibit and Financial Statement Schedules?,"8-K 4.1 2/9/17 4.14 Officers Certificate of the Registrant, dated as of May 11, 2017, including forms of global notes representing the Floating Rate Notes due 2020, Floating Rate Notes due 2022, 1.800% Notes due 2020, 2.300% Notes due 2022, 2.850% Notes due 2024 and 3.200% Notes due 2027.","8-K 4.1 2/9/17 4.14 Officers Certificate of the Registrant, dated as of May 11, 2017, including forms of global notes representing the Floating Rate Notes due 2020, Floating Rate Notes due 2022, 1.800% Notes due 2020, 2.300% Notes due 2022, 2.850% Notes due 2024 and 3.200% Notes due 2027.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-079-001-qa-01,aapl-20250927.htm,Item 15. Exhibit and Financial Statement Schedules,chunk-079-001,What does the filing state in item 15. Exhibit and Financial Statement Schedules?,"8-K 4.1 5/11/17 4.15 Officers Certificate of the Registrant, dated as of May 24, 2017, including forms of global notes representing the 0.875% Notes due 2025 and 1.375% Notes due 2029.","8-K 4.1 5/11/17 4.15 Officers Certificate of the Registrant, dated as of May 24, 2017, including forms of global notes representing the 0.875% Notes due 2025 and 1.375% Notes due 2029.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-079-001-qa-02,aapl-20250927.htm,Item 15. Exhibit and Financial Statement Schedules,chunk-079-001,What does the filing state in item 15. Exhibit and Financial Statement Schedules?,"8-K 4.1 5/24/17 4.16 Officers Certificate of the Registrant, dated as of June 20, 2017, including form of global note representing the 3.000% Notes due 2027.","8-K 4.1 5/24/17 4.16 Officers Certificate of the Registrant, dated as of June 20, 2017, including form of global note representing the 3.000% Notes due 2027.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-079-002-qa-00,aapl-20250927.htm,Item 15. Exhibit and Financial Statement Schedules,chunk-079-002,What does the filing state in item 15. Exhibit and Financial Statement Schedules?,"8-K 10.1 8/19/22 10.10* Form of CEO Restricted Stock Unit Award Agreement under 2022 Employee Stock Plan effective as of September 25, 2022.","8-K 10.1 8/19/22 10.10* Form of CEO Restricted Stock Unit Award Agreement under 2022 Employee Stock Plan effective as of September 25, 2022.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-079-002-qa-01,aapl-20250927.htm,Item 15. Exhibit and Financial Statement Schedules,chunk-079-002,What does the filing state in item 15. Exhibit and Financial Statement Schedules?,"10-Q 10.1 12/31/22 10.11* Form of CEO Performance Award Agreement under 2022 Employee Stock Plan effective as of September 25, 2022.","10-Q 10.1 12/31/22 10.11* Form of CEO Performance Award Agreement under 2022 Employee Stock Plan effective as of September 25, 2022.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-079-002-qa-02,aapl-20250927.htm,Item 15. Exhibit and Financial Statement Schedules,chunk-079-002,What does the filing state in item 15. Exhibit and Financial Statement Schedules?,"10-Q 10.2 12/31/22 10.12* Form of Restricted Stock Unit Award Agreement under 2022 Employee Stock Plan effective as of September 29, 2024.","10-Q 10.2 12/31/22 10.12* Form of Restricted Stock Unit Award Agreement under 2022 Employee Stock Plan effective as of September 29, 2024.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-080-000-qa-00,aapl-20250927.htm,Item 16. Form 10-K Summary,chunk-080-000,What does the filing state in item 16. Form 10-K Summary?,"| 2025 Form 10-K | 57 SIGNATURES Pursuant to the requirements of Section 13 or 15(d) of the Securities Exchange Act of 1934, the Registrant has duly caused this report to be signed on its behalf by the undersigned, thereunto duly authorized.","| 2025 Form 10-K | 57 SIGNATURES Pursuant to the requirements of Section 13 or 15(d) of the Securities Exchange Act of 1934, the Registrant has duly caused this report to be signed on its behalf by the undersigned, thereunto duly authorized.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-080-000-qa-01,aapl-20250927.htm,Item 16. Form 10-K Summary,chunk-080-000,What does the filing state in item 16. Form 10-K Summary?,"By: /s/ Kevan Parekh Kevan Parekh Senior Vice President, Chief Financial Officer Power of Attorney KNOW ALL PERSONS BY THESE PRESENTS, that each person whose signature appears below constitutes and appoints Timothy D.","By: /s/ Kevan Parekh Kevan Parekh Senior Vice President, Chief Financial Officer Power of Attorney KNOW ALL PERSONS BY THESE PRESENTS, that each person whose signature appears below constitutes and appoints Timothy D.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
chunk-080-000-qa-02,aapl-20250927.htm,Item 16. Form 10-K Summary,chunk-080-000,What does the filing state in item 16. Form 10-K Summary?,"Pursuant to the requirements of the Securities Exchange Act of 1934, this report has been signed below by the following persons on behalf of the Registrant and in the capacities and on the dates indicated: Name Title Date /s/ Timothy D.","Pursuant to the requirements of the Securities Exchange Act of 1934, this report has been signed below by the following persons on behalf of the Registrant and in the capacities and on the dates indicated: Name Title Date /s/ Timothy D.",supported,The evidence appears verbatim in the chunk.,dry-run,dry-run
